WO_NO,REG_DATE,ERR_CAUSE_LO,ERR_DESCR,PLAN_S_DATE,PLAN_F_DATE,REAL_S_DATE,REAL_F_DATE,WORK_DONE,WORK_DESCR_LO,PERFORMED_ACTION_LO,FUNC_TEST,FUNC_TEST_DESCR,PM_DESCR,PLAN_MEN,PLAN_HRS,REAL_HRS,CODE_C,CODE_D,CODE_G,CODE_H,CODE_I,CODE_J,CODE_F,ACTIVITY_SEQ,TEST_NUMBER,INSTRUCTION,MATERIALS,PLAN_S_WEEK,PLAN_F_WEEK,NOTE,LAST_ACTIVITY_DATE,REQUIRED_START_DATE,REQUIRED_END_DATE,PM_TYPE,PM_TYPE_DB,ERR_CAUSE,PERFORMED_ACTION_ID,COST_CENTER,OBJECT_NO,PROJECT_NO,ERR_SYMPTOM,ERR_DISCOVER_CODE,WORK_TYPE_ID,PRIORITY_ID,ERR_TYPE,ACTION_CODE_ID,ERR_CLASS,OP_STATUS_ID,CALL_CODE,WORK_LEADER_SIGN_ID,WORK_LEADER_SIGN,WORK_MASTER_SIGN_ID,WORK_MASTER_SIGN,ROLE_CODE,FUNC_TEST_SIGN_ID,FUNC_TEST_SIGN,WO_STATUS_ID,CONTRACT,MCH_CODE,TEST_POINT_ID,ORG_CODE,VENDOR_NO,REPORT_IN_BY_ID,REPORT_IN_BY,REPAIR_FLAG,CONTACT,PHONE_NO,ADDRESS_ID,REFERENCE_NO,FIXED_PRICE,FIXED_PRICE_DB,AGREEMENT_ID,CUSTOMER_NO,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,ADDRESS6,ADDRESS7,QUOTATION_ID,FAULT_REP_FLAG,WO_KEY_VALUE,CUST_ORDER_TYPE,CUST_ORDER_NO,CUST_ORDER_LINE_NO,CUST_ORDER_REL_NO,CUST_ORDER_LINE_ITEM_NO,WARRANTY_ROW_NO,GENERATE_NOTE,GENERATE_NOTE_DB,GEN_ID,SEQ_NO,CURRENCY_CODE,NON_SERIAL_REPAIR_FLAG,REPAIR_PART_NO,REPAIR_PART_CONTRACT,NON_SERIAL_LOCATION,NON_SERIAL_LOCATION_DB,CUST_WARRANTY,CUST_WARR_TYPE,SUP_WARRANTY,SUP_WARR_TYPE,OBJ_CUST_WARRANTY,OBJ_SUP_WARRANTY,PLANNED_MAN_HRS,GROUP_ID,MCH_CODE_CONTRACT,CONNECTION_TYPE,CONNECTION_TYPE_DB,MCH_CODE_DESCRIPTION,RECEIVE_ORDER_NO,COMPLEX_AGREEMENT_ID,CASE_ID,TASK_ID,CONTEXT,CONTRACT_ID,LINE_NO,EARLIEST_START_DATE,FIXED_START_DATE,FIXED_RESOURCE,SORTING_NO,C_NEXT_DUE_VALUE,C_LAST_COMPLETED,C_CYCLE_ID_CONTRACT,C_PM_CYCLE_ID,C_LINE_CYCLE_NO,C_NC_DATE,C_DATE_CHG,C_MAINTAINABLE_ID,SCHED_MAINT_WIN,SCHED_MAINT_WIN_DB,C_WO_NOT_REQ_IF_INSP_FAIL,C_ALLOW_OBJ_LINE_NOT_INSP,C_MASTER_WO_NO,C_DERIVED_WO_CREATED,C_ACTUAL_FUNC_OBJECT,C_REF_CONNECTION,C_RANDOM_SAMPLE,C_RANDOM_SAMPLE_DB,C_SAMPLE_SIZE,C_OBJ_LIST_SIZE,C_SAMPLE_SIZE_PCT,C_INSP_RESULT_CATA,C_INSP_RESULT_CATA_DESC,C_MULTIPLICATION_FACTOR,C_MULTIPLICATION_FACTOR_DB,C_MANDATORY_INSP_CODE,C_MANDATORY_INSP_CODE_DB,C_MOBILE_FREEZE,C_MOBILE_DEVICE_ID,C_DEVICE_NAME,C_APPR_AUTO_COMP
1210010069,27-Dec-17,(null),3 MONTHS,27-Mar-18,27-Mar-18,(null),(null),(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),239.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),1-Mar-18,(null),5-Apr-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M003,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CANCELED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210010069^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000674,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),3,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),27-Mar-18,(null),(null),(null),(null),(null),(null),(null),(null),8-Apr-18,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),72,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210010102,28-Dec-17,(null),1 MONTHS,28-Mar-18,28-Mar-18,(null),(null),(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),1-Mar-18,(null),3-Apr-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CANCELED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210010102^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000678,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Mar-18,(null),(null),(null),(null),(null),J117,56046466,21,6-Apr-18,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),2,(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210010859,28-Jan-18,(null),1 MONTHS,28-Apr-18,28-Apr-18,(null),(null),(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),1-Mar-18,(null),4-May-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CANCELED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210010859^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000775,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Apr-18,(null),(null),(null),(null),(null),J117,56046466,22,7-May-18,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),2,(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210011636,27-Feb-18,(null),1 MONTHS,28-May-18,28-May-18,(null),(null),(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),1-Mar-18,(null),3-Jun-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CANCELED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210011636^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000849,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-May-18,(null),(null),(null),(null),(null),J117,56046466,23,6-Jun-18,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),2,(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210011640,27-Feb-18,(null),1 YEARLY,28-May-18,28-May-18,(null),(null),(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),335.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),1-Mar-18,(null),10-Jun-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M012,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CANCELED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210011640^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000849,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),4,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-May-18,(null),(null),(null),(null),(null),J117,56046400,2,13-Jun-18,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),123,(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210011642,27-Feb-18,(null),1 YEARLY,28-May-18,28-May-18,(null),(null),(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),335.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),1-Mar-18,(null),10-Jun-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M012,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CANCELED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210011642^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000849,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),3,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-May-18,(null),(null),(null),(null),(null),J117,56093010,2,13-Jun-18,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),1,(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210009459,30-Nov-17,(null),1 MONTHS,28-Feb-18,28-Feb-18,6-Mar-18,6-Mar-18,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),6-Mar-18,(null),6-Mar-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210009459^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000605,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Feb-18,(null),(null),(null),(null),(null),J117,56046466,20,9-Mar-18,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210011662,28-Feb-18,(null),1 YEARLY,29-May-18,29-May-18,5-May-18,27-May-18,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),335.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),5-Aug-18,(null),11-Jun-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M012,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,*,HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210011662^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000853,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),29-May-18,(null),(null),(null),(null),(null),(null),(null),(null),14-Jun-18,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
12100003459,25-Jul-18,internal lak across sealing faces,Change out Shear ram selector valve,25-Jul-18,25-Jul-18,26-Jul-18,11-Aug-18,(null),Changeout selector valve for new component. overhaul removed selector valve test and return to stock.,"Valve repalced with new one from stock.

Removed leaking valve overhauled with repair kit and pressure tested to 3k. Certificates for open and closed tests attached",(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),100,(null),(null),(null),(null),(null),(null),(null),(null),(null),11-Aug-18,(null),13-Aug-18,Separate Action,ActiveSeparate,5.5,1,(null),(null),(null),INL,5,100,(null),1.1,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=12100003459^,SEO,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),25-Jul-18,(null),(null),(null),(null),(null),(null),(null),(null),16-Aug-18,(null),PI000200-0001,FALSE,FALSE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
12100001956,19-Dec-17,(null),Servicehand CLover  for repair on control system to BOP,19-Dec-17,25-Dec-17,11-Jan-18,12-Feb-18,(null),"Clover to Attend rig for repair on control system to BOP
PR 12100394253
New PR 12100394606 created.",(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),300,(null),(null),(null),(null),(null),(null),(null),(null),(null),12-Feb-18,(null),17-Feb-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),BRD,8,300,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=12100001956^,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),19-Dec-17,(null),(null),(null),(null),(null),(null),(null),(null),20-Feb-18,TRUE,(null),TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210008761,30-Oct-17,(null),1 MONTHS,28-Jan-18,28-Jan-18,28-Jan-18,28-Jan-18,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),28-Jan-18,(null),3-Feb-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210008761^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000527,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Jan-18,(null),(null),(null),(null),(null),J117,56046466,19,6-Feb-18,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
12100002937,7-May-18,Drifted out.,XTMR 2 Pressure Transducer Failed Calibration Verification.,7-May-18,7-May-18,8-May-18,13-May-18,(null),XTMR 2 Pressure Transducer Failed Calibration Verification From Scotia. Need Repalced and re-tested,XMTR 2 replaced and Re-tested by Scotia and  now passed,(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),100,(null),(null),(null),(null),(null),(null),(null),(null),(null),13-May-18,(null),26-May-18,Separate Action,ActiveSeparate,5.5,1,(null),(null),(null),AIR,9,100,(null),3.4,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),ELECTRON,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=12100002937^,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),7-May-18,(null),(null),(null),(null),(null),(null),(null),(null),29-May-18,(null),PI000300-0500,TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
12100004558,4-Feb-19,leaking Hy-lock fitting,Repair small minor leaks in hard pipe fittings,4-Feb-19,4-Feb-19,6-Feb-19,6-Feb-19,(null),Repair any small leaks and sweats on the hard piping unions for the control unit and deverter control skid,"Lower pipe ram hard pipe from T pice behind valve dow to bulkhead connector and bulhead connector removed. Mating surfaces checked and cleaned. Bulhea dconnector refiitted and the lenght of hard pipe with t piece attached refitted. All connecting fittings suitably tightened. 1 Bank of accumualtors and main manifold charged up. Manifold regulator adjusted in stages to supplky 500, 100 and then the normal operating pressure of 1500 psi to the opening side of the lower pipe ram and all the disturbed fittings and pipework. No leaks encounterd over any of the lower pressure s when left for 30 minutes at each. pressure of 1500 psi left on for 3 hrs. No leaks encountered. Pumps isolated and smanifold / accumulaotr bank bpressure bleed back to reservoir.",(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),240,(null),(null),(null),(null),(null),(null),(null),(null),(null),6-Feb-19,(null),23-Feb-19,Separate Action,ActiveSeparate,2,2,(null),(null),(null),OTH,7,240,(null),1.1,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=12100004558^,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),4-Feb-19,(null),(null),(null),(null),(null),(null),(null),(null),26-Feb-19,(null),PI000100-0200,TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
1210021417,28-Feb-19,(null),1 YEARLY,29-May-19,29-May-19,23-May-19,23-May-19,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),335.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),23-May-19,(null),11-Jun-19,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M012,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,*,HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210021417^,SEO,(null),(null),(null),(null),(null),(null),(null),12100001818,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),29-May-19,(null),(null),(null),(null),(null),(null),(null),(null),14-Jun-19,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210021418,28-Feb-19,(null),3 YEARLY,29-May-19,29-May-19,23-May-19,23-May-19,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),335.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),23-May-19,(null),11-Jun-19,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M036,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,*,HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210021418^,SEO,(null),(null),(null),(null),(null),(null),(null),12100001818,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),29-May-19,(null),(null),(null),(null),(null),(null),(null),(null),14-Jun-19,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
10100003210,26-Apr-15,Unkown,Check and replace light bulps in manual bop panel,26-Jun-15,(null),16-Jun-15,16-Jun-15,(null),Check and replace light bulps in manual bop panel,"All lights working. A few of them a little weaker than the rest, but they are working",(null),(null),(null),(null),720,(null),(null),33,(null),(null),100,(null),(null),(null),(null),(null),(null),(null),(null),(null),16-Jun-15,(null),26-Jul-15,Separate Action,ActiveSeparate,5.1,12,(null),(null),(null),SER,7,100,(null),6.2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J105,11560046,(null),ELECTRON,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=10100003210^,SEO,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J105,EQUIPMENT,EQUIPMENT,"CONTROL PANELS, BOP CONTROL SYSTEM-GROUP",(null),(null),(null),(null),(null),(null),(null),26-Jun-15,(null),(null),(null),(null),(null),(null),(null),(null),29-Jul-15,(null),(null),FALSE,FALSE,(null),(null),(null),(null),332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1010004892,7-Dec-15,(null),1 MONTHS,6-Mar-16,6-Mar-16,11-Mar-16,13-Mar-16,(null),(null),(null),(null),(null)," Generated for ex department , Site J105,  11560046,",(null),191.9997168,(null),(null),33,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),13-Mar-16,(null),13-Mar-16,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J105,11560046,*,DRILLING,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1010004892^,SEO,(null),(null),(null),(null),(null),(null),(null),10100001425,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J105,EQUIPMENT,EQUIPMENT,"CONTROL PANELS, BOP CONTROL SYSTEM-GROUP",(null),(null),(null),(null),(null),(null),(null),6-Mar-16,(null),(null),(null),(null),(null),(null),(null),(null),16-Mar-16,(null),(null),FALSE,FALSE,(null),TRUE,(null),(null),332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1010011163,8-May-16,(null),1 MONTHS,6-Aug-16,6-Aug-16,13-Aug-16,13-Aug-16,(null),(null),(null),(null),(null)," Generated for ex department , Site J105,  11560046,",(null),191.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),13-Aug-16,(null),13-Aug-16,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J105,11560046,*,DRILLING,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1010011163^,SEO,(null),(null),(null),(null),(null),(null),(null),10100002159,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J105,EQUIPMENT,EQUIPMENT,"CONTROL PANELS, BOP CONTROL SYSTEM-GROUP",(null),(null),(null),(null),(null),(null),(null),6-Aug-16,(null),(null),(null),(null),(null),(null),(null),(null),16-Aug-16,(null),(null),FALSE,FALSE,(null),TRUE,(null),(null),332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1010015706,7-Sep-16,(null),1 MONTHS,10-Dec-16,10-Dec-16,13-Dec-16,13-Dec-16,(null),(null),(null),(null),(null)," Generated for ex department , Site J105,  11560046,",(null),(null),(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),13-Dec-16,13-Dec-16,13-Dec-16,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,2,(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J105,11560046,*,DRILLING,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1010015706^,SEO,(null),(null),(null),(null),(null),(null),(null),10100002751,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J105,EQUIPMENT,EQUIPMENT,"CONTROL PANELS, BOP CONTROL SYSTEM-GROUP",(null),(null),(null),(null),(null),(null),(null),6-Dec-16,(null),(null),(null),(null),(null),(null),(null),(null),16-Dec-16,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
